id,dataset,graph,uuid,tier,strategy,in_queue,final_label,action,reason,revert_strategy,revert_to,release_position
cypherbench:767,cypherbench,company,07db2eb1-ea95-42a4-ab69-45f44fbe569f,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,762
cypherbench:768,cypherbench,company,0df54707-df68-4abb-aee6-fe3a3e929238,attested,abbrev,True,valid,keep:valid,valid,,,763
cypherbench:769,cypherbench,company,b7c7d9df-34e6-4267-8945-d0b9b3a8908b,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,764
cypherbench:770,cypherbench,company,2186ba3e-a8bd-4362-b159-9a9afd3b82f6,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,765
cypherbench:771,cypherbench,company,3e815bd2-daee-4999-94b7-09f4154eae0f,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,766
cypherbench:772,cypherbench,company,1491baf3-9f2b-4839-b048-91331a40e3ef,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,767
cypherbench:773,cypherbench,company,40078186-50d6-40a7-8238-de00317f7243,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,768
cypherbench:774,cypherbench,company,0c0632d7-f6ec-4358-aff0-acaf20702c74,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,769
cypherbench:775,cypherbench,company,2c59ae92-faeb-4ded-b7e6-65c1cba134ed,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,770
cypherbench:776,cypherbench,company,bc8aed5c-fb6d-4f55-aae2-2f64bea028f8,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,771
cypherbench:777,cypherbench,company,00ec91ca-2f65-4eb3-9da7-2e3aa46220d1,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,772
cypherbench:778,cypherbench,company,414df7ab-7e3f-4eda-9621-30d922b3e9ac,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,773
cypherbench:779,cypherbench,company,e57cf025-2507-4ce2-af6b-b2eb2037d3f7,attested,abbrev,True,valid,keep:valid,valid,,,774
cypherbench:780,cypherbench,company,02873c87-09f4-44f5-a1ee-08834d82a91c,llm,abbrev,True,valid,keep:valid,valid,,,775
cypherbench:781,cypherbench,company,1638b795-c406-450d-a391-a52f2cbaaaec,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,776
cypherbench:782,cypherbench,company,81e6aa53-fdd2-4720-a5a7-912d53f9b7a6,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,777
cypherbench:783,cypherbench,company,3cba287f-5604-40f8-a4dc-6ffffa387a78,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,778
cypherbench:784,cypherbench,company,d8da9215-fcc1-447d-8750-5b27abe69f5b,attested,abbrev,True,valid,keep:valid,valid,,,779
cypherbench:785,cypherbench,company,6a6299a7-86eb-497e-8f57-958a0f0d7290,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,780
cypherbench:786,cypherbench,company,9ae96d58-9382-4d41-aeda-6a6837b0b249,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,781
cypherbench:787,cypherbench,company,02635eb5-1b26-413f-9f24-d3250ba78792,algorithmic,partial,True,valid,keep:valid,valid,,,782
cypherbench:788,cypherbench,company,124f4453-1040-4c3f-88d0-e0b4f42ac567,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,783
cypherbench:789,cypherbench,company,33e53558-5934-4c21-889c-e274ce76cf23,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,784
cypherbench:790,cypherbench,company,0bd58550-5faf-4377-9165-6f43930b1cfd,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,785
cypherbench:791,cypherbench,company,11bba117-15f6-4144-8d19-2e25e0d568fe,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,786
cypherbench:792,cypherbench,company,715bd562-f67a-4013-81bf-f738406035dc,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,787
cypherbench:793,cypherbench,company,d26c0538-21b7-4e94-8597-845df745d43d,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,788
cypherbench:794,cypherbench,company,e3ad72d9-b44c-42af-947a-a73aa118bbfc,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,789
cypherbench:795,cypherbench,company,2cbad489-8031-49bb-b828-9a2d30372d5c,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,790
cypherbench:796,cypherbench,company,e74576fb-26f3-4047-99b2-e283654fcdc5,llm,abbrev,True,valid,keep:valid,valid,,,791
cypherbench:797,cypherbench,company,9bcb3289-7528-4ef2-82dc-aafbc6cda901,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,792
cypherbench:798,cypherbench,company,c2cba9ba-a55c-4fa0-8d60-0cae23a19c26,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,793
cypherbench:799,cypherbench,company,5b23659d-f8e1-4146-90dd-6b671e5326d1,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,794
cypherbench:800,cypherbench,company,c29cfa66-1f09-40ff-9f7f-6da36f197959,attested,alias,True,valid,keep:valid,valid,,,795
cypherbench:801,cypherbench,company,bbbf6cf5-5092-4944-b4bb-68d88bd4c7f7,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,796
cypherbench:802,cypherbench,company,deba817d-c314-4847-958d-4f008e2723ce,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,797
cypherbench:803,cypherbench,company,b4a05eea-ab31-4e46-a8d1-6b805db9db7d,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,798
cypherbench:804,cypherbench,company,539bc7d0-bc54-4d3c-b0c1-cffbaa1bcf08,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,799
cypherbench:805,cypherbench,company,2fe721d8-b7d6-4dea-9578-5f29890874a3,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,800
cypherbench:806,cypherbench,company,5f37cc43-7c93-4e9e-807d-43d711f179a2,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,801
cypherbench:807,cypherbench,company,3e276f48-8bd4-419a-90a6-f84d5aa530fa,algorithmic,casing,True,valid,keep:valid,valid,,,802
cypherbench:808,cypherbench,company,973ebbf2-b6a1-4a54-b207-0a73a8722916,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,803
cypherbench:809,cypherbench,company,86dd923f-94b2-49ab-969a-a4c871e4f3e7,attested,abbrev,True,valid,keep:valid,valid,,,804
cypherbench:810,cypherbench,company,c9ccbba0-6f2a-43b4-9991-0f61ed0f4141,attested,alias,True,valid,keep:valid,valid,,,805
cypherbench:811,cypherbench,company,e7d6c426-f3dd-4d39-8aed-32e06be95e6e,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,806
cypherbench:812,cypherbench,company,ea8ddbe3-0fdc-463d-a83f-d682c121ead9,llm,partial,True,valid,keep:valid,valid,,,807
cypherbench:813,cypherbench,company,671114b4-ab35-4a48-8653-025711332702,llm,abbrev,True,valid,keep:valid,valid,,,808
cypherbench:814,cypherbench,company,5fb709d0-f406-496f-9fe9-728359e932a4,attested,alias,True,valid,keep:valid,valid,,,809
cypherbench:815,cypherbench,company,c3fa52d1-ce21-4659-bd60-ea8c4e7c0fe2,llm,abbrev,True,valid,keep:valid,valid,,,810
cypherbench:816,cypherbench,company,4da8006e-5c4a-4632-b3bd-a774cfddd82a,algorithmic,partial,True,valid,keep:valid,valid,,,811
cypherbench:817,cypherbench,company,0bcecd63-440e-413f-a2fa-dde2a4df1d5a,algorithmic,casing,False,calibration:valid,keep:calibration,calibration item; main-queue labels not used (pre-registered),,,812
cypherbench:818,cypherbench,company,47449fbb-ef29-4980-a994-c2aee30a22e7,algorithmic,partial,True,valid,keep:valid,valid,,,813
cypherbench:819,cypherbench,company,14c72f2e-097e-4073-9348-3e90e49c1b4a,algorithmic,typo,True,valid,keep:valid,valid,,,814
cypherbench:820,cypherbench,company,6f1c2b7d-6599-4a83-8e56-6e011e3ce7a2,attested,alias,True,valid,keep:valid,valid,,,815
cypherbench:821,cypherbench,company,741f0d90-0394-4fb7-a0c2-c35d99076dad,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,816
cypherbench:822,cypherbench,company,248750ab-0b65-4bc3-95fc-237e11f3756c,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,817
cypherbench:823,cypherbench,company,1f1053a4-5998-4d1d-b476-dd473114462e,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,818
cypherbench:824,cypherbench,company,74c680d7-c6cf-4d6b-a710-54ba212e7249,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,819
cypherbench:825,cypherbench,company,590b6f3b-c9f8-4195-9a79-941c3681d1e6,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,820
cypherbench:826,cypherbench,company,c4a2b200-6838-4788-80e3-0a8b5ed45fe1,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,821
cypherbench:827,cypherbench,company,aa009880-8ea4-4052-a375-9dbdf4db97dc,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,822
cypherbench:828,cypherbench,company,1ad45fec-5651-4467-81d1-6f239823a01f,algorithmic,partial,True,invalid,remove:invalid,rejected rule-based edit; no verified replacement form,,,
cypherbench:829,cypherbench,company,b4134040-03fe-4397-8ee4-92ed1c009c46,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,823
cypherbench:830,cypherbench,company,4fd4c383-5ff8-4f06-ae87-f0feca39e032,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,824
cypherbench:831,cypherbench,company,0545330c-2fcb-48ff-87c9-edccff07d506,attested,alias,True,valid,keep:valid,valid,,,825
cypherbench:832,cypherbench,company,3f131350-952d-4e16-acb4-1b63fc1f4977,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,826
cypherbench:833,cypherbench,company,01fa1a43-2752-42bd-8e99-720b4e8204cf,llm,abbrev,True,valid,keep:valid,valid,,,827
cypherbench:834,cypherbench,company,2f9bf3ae-fb6a-4bf4-b332-7ef7ad665cc3,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,828
cypherbench:835,cypherbench,company,3fd22626-7a61-4ce7-b541-0a7a1691d88e,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,829
cypherbench:836,cypherbench,company,ecb885df-4581-4fd5-ad3d-59dd0d2bba8e,attested,alias,True,valid,keep:valid,valid,,,830
cypherbench:837,cypherbench,company,7c517d2c-759a-4b8c-9281-9c274d39336a,attested,abbrev,True,valid,keep:valid,valid,,,831
cypherbench:838,cypherbench,company,6206308a-d233-42fe-93e7-ff4b66fab0dc,llm,abbrev,True,valid,keep:valid,valid,,,832
cypherbench:839,cypherbench,company,13d87e42-7866-49ac-b252-6382037154bf,llm,abbrev,True,valid,keep:valid,valid,,,833
cypherbench:840,cypherbench,company,87cf03a4-3c75-4ead-80c5-33ca0665c77b,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,834
cypherbench:841,cypherbench,company,88276312-ced2-4070-8196-878e5ca9a85c,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,835
cypherbench:842,cypherbench,company,45222c42-dc8a-4143-9e32-b5f2ce69e04b,algorithmic,partial,True,valid,keep:valid,valid,,,836
cypherbench:843,cypherbench,company,a7adc553-7912-4f20-b4f2-93adea4f595a,kb:curated,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,837
cypherbench:844,cypherbench,company,ba410a3f-b7e3-477d-b1d8-fd4873d15358,attested,alias,True,valid,keep:valid,valid,,,838
cypherbench:845,cypherbench,company,5a31825e-63f5-400a-8492-ed4f45208bd5,attested,abbrev,True,valid,keep:valid,valid,,,839
cypherbench:846,cypherbench,company,e223a46d-65d5-41c8-a447-22393427358b,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,840
cypherbench:847,cypherbench,company,bdec44f3-7bf3-44c8-b3ba-19688d861b13,algorithmic,casing,True,valid,keep:valid,valid,,,841
cypherbench:848,cypherbench,company,ecd981d6-fdd7-489d-9c3c-536edc72c6f3,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,842
cypherbench:849,cypherbench,company,03db6dec-9420-45da-a26b-dcb2c812fde5,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,843
cypherbench:850,cypherbench,company,0ac2448e-578c-4999-becc-39991d78bc60,attested,alias,True,valid,keep:valid,valid,,,844
cypherbench:851,cypherbench,company,f7a809e8-9427-4d65-bc60-1aaa91a91bb7,attested,abbrev,True,valid,keep:valid,valid,,,845
cypherbench:852,cypherbench,company,a1734bac-b2a3-4b03-84d9-7b7e29bad544,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,846
cypherbench:853,cypherbench,company,c54d214d-4fc4-4cd5-9d1f-a131a173f90d,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,847
cypherbench:854,cypherbench,company,c6f6de57-9a90-4888-84e5-a2cb93ff042b,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,848
cypherbench:855,cypherbench,company,a26fa1a8-6f9a-4f0c-9500-69b2c4d9de8a,attested,alias,True,valid,keep:valid,valid,,,849
cypherbench:856,cypherbench,company,967d18fe-342f-439d-b80a-9dd712babcf3,algorithmic,partial,True,valid,keep:valid,valid,,,850
cypherbench:857,cypherbench,company,2cf29bd3-e77f-447e-b1db-179df8760500,llm,abbrev,True,valid,keep:valid,valid,,,851
cypherbench:858,cypherbench,company,0925c786-386d-4cd9-b16b-b08293477de8,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,852
cypherbench:859,cypherbench,company,8e350335-b73f-469b-9d66-a11b7b5c1724,algorithmic,partial,True,valid,keep:valid,valid,,,853
cypherbench:860,cypherbench,company,2d542a3f-2321-4a1d-b7c9-913f528979b2,llm,alias,True,valid,keep:valid,valid,,,854
cypherbench:861,cypherbench,company,afbceadf-4db2-4a88-a68d-f896df98bba6,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,855
cypherbench:862,cypherbench,company,66fd3d1d-dcce-4a0b-a250-eff0c5c515a3,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,856
cypherbench:863,cypherbench,company,1c41eb5f-64cb-4aec-92dc-91fdd544a81f,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,857
cypherbench:864,cypherbench,company,cc549a59-3462-4334-bd71-346c27e86efa,attested,alias,True,valid,keep:valid,valid,,,858
cypherbench:865,cypherbench,company,0a92e71c-a013-4c45-91ea-3ee38405f622,attested,abbrev,True,valid,keep:valid,valid,,,859
cypherbench:866,cypherbench,company,7da7ccc4-182d-463f-a470-f8e46b613fbd,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,860
cypherbench:867,cypherbench,company,424337b3-93c9-43e9-9c7e-1151c7602cf5,algorithmic,partial,True,valid,keep:valid,valid,,,861
cypherbench:868,cypherbench,company,53686a8c-e0de-47c2-8316-3ca7da972137,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,862
cypherbench:869,cypherbench,company,6e16e751-1501-420d-99d2-7c64b9b282c5,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,863
cypherbench:870,cypherbench,company,9de1defd-a5f9-4edb-bb42-158e36b4b67c,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,864
cypherbench:871,cypherbench,company,c046ec8b-7573-4d4d-bbb2-b0181b8f7564,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,865
cypherbench:872,cypherbench,company,f88aa75d-839c-4b8a-9d43-3bc6af1e1435,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,866
cypherbench:873,cypherbench,company,958f158c-0b0b-425a-b265-9514ab5304dc,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,867
cypherbench:874,cypherbench,company,eae02bd8-5daa-4d17-86ff-37c42caccbcc,attested,alias,True,valid,keep:valid,valid,,,868
cypherbench:875,cypherbench,company,eaa0ccd8-2bcb-4f4d-95d9-607e2c0fcee9,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,869
cypherbench:876,cypherbench,company,d6aa121b-59b4-4892-a087-d5806cacf86a,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,870
cypherbench:877,cypherbench,company,a026714f-5101-454e-9e22-62a83cc8677a,attested,abbrev,True,valid,keep:valid,valid,,,871
cypherbench:878,cypherbench,company,d8573cb2-9190-4a5a-8f34-a5842e3770f7,algorithmic,casing,True,valid,keep:valid,valid,,,872
cypherbench:879,cypherbench,company,dc1e77c8-5cbf-41be-b43c-519cc3e5de17,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,873
cypherbench:880,cypherbench,company,f4df21ed-8607-4729-b29c-ae0e82609998,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,874
cypherbench:881,cypherbench,company,863ed1a1-cdde-40f9-b3e7-8b8e00532cd2,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,875
cypherbench:882,cypherbench,company,4ccdeb92-482d-4709-a7e5-5e0d3974f661,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,876
cypherbench:883,cypherbench,company,e9679f39-5777-4451-842d-7893ea63ca31,attested,alias,True,valid,keep:valid,valid,,,877
cypherbench:884,cypherbench,company,625ba586-61df-402a-97dd-4f176e9ded1f,attested,alias,True,valid,keep:valid,valid,,,878
cypherbench:885,cypherbench,company,787b92f5-b202-49e2-b3bf-cf457d556d08,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,879
cypherbench:886,cypherbench,company,27b81596-acf4-4923-a8fd-fd778c96cb0d,llm,alias,True,valid,keep:valid,valid,,,880
cypherbench:887,cypherbench,company,edbd21b5-5437-4fb9-93f3-1edb37624385,llm,abbrev,True,valid,keep:valid,valid,,,881
cypherbench:888,cypherbench,company,8d040b56-10a7-4104-b16b-aa69f7ea285a,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,882
cypherbench:889,cypherbench,company,11000304-015e-45bb-b4fb-65cc56032c5a,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,883
cypherbench:890,cypherbench,company,a6dc38a4-24b2-42f0-8447-6f389b493b2b,llm,abbrev,True,valid,keep:valid,valid,,,884
cypherbench:891,cypherbench,company,7b252520-76d1-4a07-b093-aa4ba26cec63,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,885
cypherbench:892,cypherbench,company,7ed69b7c-0044-4032-95ec-db7e88ef892d,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,886
cypherbench:893,cypherbench,company,ff2bb410-dd91-4c93-99d1-dd0225719065,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,887
cypherbench:894,cypherbench,company,f341a916-bdf5-4093-884b-2411fc06f4c8,attested,abbrev,True,valid,keep:valid,valid,,,888
cypherbench:895,cypherbench,company,021ca5cd-4a8d-4727-886e-8e395c05b070,llm,alias,True,valid,keep:valid,valid,,,889
cypherbench:896,cypherbench,company,306b87df-181e-4c0f-aa48-c55f9a6d5a71,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,890
cypherbench:897,cypherbench,company,25c56dbc-eede-4790-81b9-75a831ad9d5a,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,891
cypherbench:898,cypherbench,company,4ab75f05-52ab-40d9-a9c9-cce0f8370ad5,llm,alias,True,valid,keep:valid,valid,,,892
cypherbench:899,cypherbench,company,b95fa3cb-2444-46fe-85b0-65e3f207cbba,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,893
cypherbench:900,cypherbench,company,24efe50a-745f-40bb-9bd8-7a1e24627952,llm,alias,True,calibration:valid,keep:calibration,calibration item; main-queue labels not used (pre-registered),,,894
cypherbench:901,cypherbench,company,22436bd9-9dbd-438b-b228-b2b557b8abd8,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,895
cypherbench:902,cypherbench,company,3a178fc9-2d5b-4a69-b837-bb6fcb98ff4d,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,896
cypherbench:903,cypherbench,company,690c2eda-b3b0-4713-a5ff-bd683ee6adf7,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,897
cypherbench:904,cypherbench,company,10ade952-81a8-46db-b52a-00f84416b169,llm,alias,True,valid,keep:valid,valid,,,898
cypherbench:905,cypherbench,company,f6d1bff9-f639-4e2f-abc6-4213074941a0,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,899
cypherbench:906,cypherbench,company,445b1ddc-822c-4184-89e5-ab990e5a78ce,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,900
cypherbench:907,cypherbench,company,ed37f200-41c2-4d93-a971-401352e2c025,algorithmic,casing,True,valid,keep:valid,valid,,,901
cypherbench:908,cypherbench,company,19b30258-105a-4f6d-938a-125c2f49fcbc,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,902
cypherbench:909,cypherbench,company,b21a1191-dc66-48e1-9a44-a3e3d7c95521,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,903
cypherbench:910,cypherbench,company,f7c67d64-d025-48f5-91fc-ca3b7e4bf917,algorithmic,partial,True,valid,keep:valid,valid,,,904
cypherbench:911,cypherbench,company,ff3a6f58-d65f-4a2d-a396-46f6124910a3,llm,abbrev,True,valid,keep:valid,valid,,,905
cypherbench:912,cypherbench,company,d50e2be9-3b27-457f-843d-9417fecb322b,attested,abbrev,True,valid,keep:valid,valid,,,906
cypherbench:913,cypherbench,company,af8cd776-900f-40fb-a2f0-d2767d6c230a,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,907
cypherbench:914,cypherbench,company,9f6dd7cb-ecf8-4e12-8895-2ce5dd99af9f,attested,alias,True,valid,keep:valid,valid,,,908
cypherbench:915,cypherbench,company,eec06131-e73b-4c9a-8dfb-2e87dfbcdf93,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,909
cypherbench:916,cypherbench,company,08393b1e-fb2f-4e4d-8347-12ea158d7f18,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,910
cypherbench:917,cypherbench,company,92a5464c-39f5-426c-8e55-a102e2d4da31,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,911
cypherbench:918,cypherbench,company,838f793b-9c54-4d68-8b29-9b6b5cd71018,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,912
cypherbench:919,cypherbench,company,a288930b-bd6e-454f-8fcb-c503e2db2116,algorithmic,typo,True,valid,keep:valid,valid,,,913
cypherbench:920,cypherbench,company,9804e2ab-2d58-443b-88a7-9d0b4e075679,attested,alias,True,valid,keep:valid,valid,,,914
cypherbench:921,cypherbench,company,2679df13-6bc5-4496-ac74-e199d0d34237,algorithmic,typo,True,valid,keep:valid,valid,,,915
cypherbench:922,cypherbench,company,1775f131-5f12-46f4-8d4b-03bd4e9cc408,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,916
cypherbench:923,cypherbench,company,dea3ec7e-0283-4659-8d5e-0299342c3313,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,917
cypherbench:924,cypherbench,company,74846319-13fa-4710-a111-d3821571dc33,llm,alias,True,valid,keep:valid,valid,,,918
cypherbench:925,cypherbench,company,aeb309ff-883c-48f8-94d4-89c204a97928,algorithmic,partial,True,valid,keep:valid,valid,,,919
cypherbench:926,cypherbench,company,4b8ca04a-157a-4be4-9226-71a596b60d75,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,920
cypherbench:927,cypherbench,company,7c55f84b-1c38-476a-bfca-d88cfad00872,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,921
cypherbench:928,cypherbench,company,e25f2bd5-6397-4d88-9bec-e6c420d3fdf0,algorithmic,casing,True,valid,keep:valid,valid,,,922
cypherbench:929,cypherbench,company,efc78fed-b6f6-4c09-bf81-98e0bccc732e,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,923
cypherbench:930,cypherbench,company,a48a7b03-22d5-47bc-8474-07da46092b4a,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,924
cypherbench:931,cypherbench,company,39d87753-bd2c-431d-b1b3-214f6ac62a3b,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,925
cypherbench:932,cypherbench,company,761bd65a-2c68-465a-adbd-d090c3e9f6df,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,926
cypherbench:933,cypherbench,company,d699c67d-36d8-4de2-b60a-d44f2f0b25ee,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,927
cypherbench:934,cypherbench,company,51b402a0-0b70-4a2a-9c35-e7807aa11bde,llm,abbrev,True,valid,keep:valid,valid,,,928
cypherbench:935,cypherbench,company,a1a09629-854f-49c6-9f61-b1b386a5fe28,algorithmic,partial,True,valid,keep:valid,valid,,,929
cypherbench:936,cypherbench,company,f90e4cf5-b89a-4221-af1e-050ac57b1088,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,930
cypherbench:937,cypherbench,company,a5d6d345-19d5-45f2-8e38-2540bb3d6a7b,algorithmic,casing,False,unsampled,keep:unsampled,never sampled for human review,,,931
cypherbench:938,cypherbench,company,51afe929-430e-4983-bd86-c44a99d4b6c3,algorithmic,partial,True,valid,keep:valid,valid,,,932
cypherbench:939,cypherbench,company,14133f73-936a-474a-bcac-f9713b86d64d,algorithmic,partial,True,valid,keep:valid,valid,,,933
cypherbench:940,cypherbench,company,95808a43-4615-4ef8-9c34-77228ca5a42f,attested,abbrev,True,valid,keep:valid,valid,,,934
cypherbench:941,cypherbench,company,b2ee29bf-2c22-4073-861e-78c19a6f6b98,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,935
cypherbench:942,cypherbench,company,5f809d30-bc44-48e3-b4b9-69d8e4730069,attested,alias,True,valid,keep:valid,valid,,,936
cypherbench:943,cypherbench,company,3b8ca48a-6257-4e6b-9dbe-3f78bb4c5ccf,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,937
cypherbench:944,cypherbench,company,3dd8a5ec-d3bb-41c1-aae9-0a8248869e0e,kb:simplekg,abbrev,False,unsampled,keep:unsampled,never sampled for human review,,,938
cypherbench:945,cypherbench,company,37838f6b-fa4b-413c-995e-2704923428b4,algorithmic,typo,False,unsampled,keep:unsampled,never sampled for human review,,,939
cypherbench:946,cypherbench,company,31435361-3fd3-4170-8864-2639a525f663,algorithmic,partial,False,unsampled,keep:unsampled,never sampled for human review,,,940
cypherbench:947,cypherbench,company,bc289113-8860-4ee8-ad43-5ee181b9f0c9,attested,abbrev,True,valid,keep:valid,valid,,,941
cypherbench:948,cypherbench,company,7e0e4c89-fc6f-4640-813c-ca283995ad7c,kb:simplekg,alias,False,unsampled,keep:unsampled,never sampled for human review,,,942
cypherbench:949,cypherbench,company,f3eac1ef-e7dc-4f69-a9f0-e897941ee7df,algorithmic,casing,True,valid,keep:valid,valid,,,943
