id,annotator,validity,naturalness,source_error,corrected_form,notes,calibration_item
cypherbench:1952,A,valid,natural,no,,,no
cypherbench:1952,E,valid,natural,no,,,no
cypherbench:1953,C,valid,awkward,no,Seychelles,"SEY is a standard ISO/IOC three-letter country code for Seychelles, though using a three-letter code directly in natural language text is somewhat awkward.",no
cypherbench:1953,E,valid,natural,no,,,no
cypherbench:1957,C,valid,natural,no,,"""Uncle Abe"" is a well-known historical nickname for Abraham Lincoln.",no
cypherbench:1957,D,valid,natural,no,,,no
cypherbench:1958,B,valid,natural,no,,,no
cypherbench:1958,C,valid,natural,no,Law and Justice,PiS (Prawo i Sprawiedliwość) is the standard and widely used Polish acronym for the Law and Justice party.,no
cypherbench:1959,C,valid,natural,no,Gitanas Nausėda,Diacritic stripped transliteration (ė -> e).,no
cypherbench:1959,E,valid,natural,no,,,no
cypherbench:196,A,valid,natural,no,,,no
cypherbench:196,D,valid,natural,no,,,no
cypherbench:1960,B,valid,natural,no,,,no
cypherbench:1960,E,valid,natural,no,,,no
cypherbench:1961,A,valid,natural,no,,,no
cypherbench:1961,B,valid,natural,no,,,no
cypherbench:1963,A,valid,natural,no,,,no
cypherbench:1963,B,valid,natural,no,,,no
cypherbench:1965,A,valid,natural,no,,,no
cypherbench:1965,D,valid,natural,no,,,no
cypherbench:197,C,valid,natural,no,Cotton Nash,,no
cypherbench:1973,A,valid,natural,no,,,no
cypherbench:1973,E,valid,natural,no,,,no
cypherbench:1974,A,valid,natural,no,,,no
cypherbench:1974,D,valid,natural,no,,,no
cypherbench:1977,A,valid,natural,no,,,no
cypherbench:1977,D,valid,natural,no,,,no
cypherbench:198,B,valid,natural,no,,,no
cypherbench:1987,B,valid,natural,no,,,yes
cypherbench:1987,E,valid,natural,no,,,yes
cypherbench:1988,C,valid,awkward,no,Anker Jørgensen,"Shortened to only the first name 'Anker', which is understandable given the role and year 1972, but awkward to refer to a political figure solely by first name.",no
cypherbench:1988,D,valid,natural,no,,,no
cypherbench:199,B,valid,natural,no,,,no
cypherbench:199,C,valid,natural,no,the Atlantic Division,Referring to 'the Atlantic Division' simply as 'the Atlantic' is a standard and natural alias in sports contexts.,no
cypherbench:1990,A,valid,natural,no,,,no
cypherbench:1990,B,valid,natural,no,,,no
cypherbench:1993,B,valid,natural,no,,,no
cypherbench:1993,C,valid,natural,no,Dhafoorqiiq,Dhafoorqiiq is a well-known Somali nickname/alias for the Somali Salvation Democratic Front (SSDF).,no
cypherbench:1994,D,valid,natural,no,,,no
cypherbench:1994,E,valid,natural,no,,,no
cypherbench:1995,A,valid,natural,no,,,no
cypherbench:1995,C,valid,natural,no,Slovakia,SVK is the standard ISO 3166-1 alpha-3 and IOC country code for Slovakia.,no
cypherbench:1998,A,valid,natural,no,,,no
cypherbench:1998,D,valid,natural,no,,,no
cypherbench:2,C,valid,natural,no,,,no
cypherbench:2,E,valid,natural,no,,,no
cypherbench:20,C,valid,natural,no,guard-forward,Guard-forward is a well-known standard basketball position synonym for swingman.,no
cypherbench:20,D,valid,natural,no,,,no
cypherbench:2005,B,valid,natural,no,,,no
cypherbench:2005,E,valid,natural,no,,,no
cypherbench:2006,B,valid,natural,no,,,no
cypherbench:2006,E,valid,natural,no,,,no
cypherbench:2007,B,valid,natural,no,,,no
cypherbench:2007,D,valid,natural,no,,,no
cypherbench:201,B,valid,natural,no,,,no
cypherbench:201,E,valid,natural,no,,,no
cypherbench:2010,A,valid,natural,no,,,no
cypherbench:2010,C,valid,natural,no,Inter-Parliamentary Union,Official alternative spelling / common name.,no
cypherbench:2018,A,valid,natural,no,,,no
cypherbench:2018,B,valid,natural,no,,,no
cypherbench:2019,D,valid,natural,no,,,no
cypherbench:2019,E,valid,unnatural,no,,,no
cypherbench:202,A,valid,natural,no,,,no
cypherbench:202,D,valid,natural,no,,,no
cypherbench:2023,A,valid,natural,no,,,no
cypherbench:2023,E,valid,natural,no,,,no
cypherbench:2024,A,valid,natural,no,,,no
cypherbench:2024,B,valid,natural,no,,,no
cypherbench:2026,B,valid,natural,no,,,no
cypherbench:2026,E,valid,natural,no,,,no
cypherbench:2029,A,valid,natural,no,,,no
cypherbench:2029,C,valid,natural,no,Antigua and Barbuda,A&B is a standard abbreviation for Antigua and Barbuda.,no
cypherbench:203,A,valid,natural,no,,,no
cypherbench:203,B,valid,natural,no,,,no
cypherbench:2030,B,valid,natural,no,,,no
cypherbench:2030,E,valid,natural,no,,,no
cypherbench:2031,A,valid,natural,no,,,no
cypherbench:2031,B,valid,natural,no,,,no
cypherbench:2032,D,valid,natural,no,,,no
cypherbench:2033,D,invalid,natural,no,,“realm of the United” does not mean the original “realm of the United Kingdom”. the shortened form is incomplete.,no
cypherbench:2034,C,valid,natural,no,Singapore,SGP is the standard ISO 3166-1 alpha-3 code for Singapore.,no
cypherbench:2034,E,valid,natural,no,,,no
cypherbench:2035,C,valid,natural,no,,,no
cypherbench:2035,D,valid,natural,no,,,no
cypherbench:2036,A,valid,natural,no,,,no
cypherbench:2036,D,valid,natural,no,,,no
cypherbench:2037,C,valid,natural,no,,The Chamber of Deputies is the lower house of the Romanian Parliament.,no
cypherbench:2037,E,valid,natural,no,,,no
cypherbench:2040,C,valid,natural,no,Convergencia por la Democracia,,no
cypherbench:2040,D,valid,natural,no,,,no
cypherbench:2042,A,valid,natural,no,,,no
cypherbench:2042,C,invalid,unnatural,no,Christian IV of Denmark,"Removing the monarch's given name leaves just the regnal numeral ('IV of Denmark'), which is ambiguous and ungrammatical.",no
cypherbench:2046,A,valid,natural,no,,,no
cypherbench:2046,B,valid,natural,no,,,no
cypherbench:2048,A,valid,natural,no,,,no
cypherbench:2048,B,valid,natural,no,,,no
cypherbench:2049,B,invalid,natural,no,,,no
cypherbench:2049,C,invalid,awkward,no,Chairman of the Council of People's Commissars,Shortening the specific head of government title 'Chairman of the Council of People's Commissars' to just the plural word 'Commissars' is ambiguous and grammatically incorrect for a singular office.,no
cypherbench:2050,D,valid,natural,no,,,yes
cypherbench:2050,E,valid,natural,no,,,yes
cypherbench:2051,C,valid,natural,no,Federal Republic of Germany,BRD (Bundesrepublik Deutschland) is the standard abbreviation for the Federal Republic of Germany (West Germany in 1963).,no
cypherbench:2051,E,valid,awkward,no,,,no
cypherbench:2052,B,valid,natural,no,,,no
cypherbench:2052,E,valid,natural,no,,,no
cypherbench:2053,D,valid,natural,no,,,no
cypherbench:2053,E,valid,natural,no,,,no
cypherbench:2056,D,valid,natural,no,,,no
cypherbench:2056,E,valid,natural,no,,,no
cypherbench:2057,B,valid,natural,no,,,no
cypherbench:2057,C,valid,awkward,no,IBGNI,ИБГНИ (IBGNI) is the Bulgarian acronym for 'Изправи се БГ! Ние идваме!' ('Stand Up.BG! We are coming!'). Using Cyrillic in an English sentence makes it slightly awkward.,no
cypherbench:2058,D,valid,natural,no,,,no
cypherbench:2058,E,valid,natural,no,,,no
cypherbench:206,A,valid,natural,no,,,no
cypherbench:206,E,valid,natural,no,,,no
cypherbench:2061,B,valid,natural,no,,,no
cypherbench:2061,C,valid,awkward,no,Poland,"POL is the standard ISO 3166-1 alpha-3 code for Poland, though using a three-letter country code directly in this sentence phrasing sounds awkward.",no
cypherbench:2065,A,valid,natural,no,,,yes
cypherbench:2065,E,valid,natural,no,,,yes
cypherbench:2070,C,valid,natural,no,Constantine Mitsotakis,Common English anglicization/alias for Konstantinos Mitsotakis.,no
cypherbench:2070,D,valid,natural,no,,,no
cypherbench:2071,C,valid,natural,no,Ministry of National Defence,"MDN is a recognized abbreviation (e.g., French: Ministère de la Défense nationale / Portuguese: Ministério da Defesa Nacional) for Ministry of National Defence.",no
cypherbench:2071,E,invalid,natural,no,,,no
cypherbench:2075,C,valid,natural,no,EK,EK is the standard Greek acronym for the Centre Union (Enosi Kentrou).,no
cypherbench:2075,D,valid,natural,no,,,no
cypherbench:2077,B,valid,natural,no,,,no
cypherbench:2077,E,valid,natural,no,,,no
cypherbench:208,A,valid,natural,no,,,no
cypherbench:208,B,valid,natural,no,,,no
cypherbench:2080,A,valid,natural,no,,,no
cypherbench:2080,C,valid,natural,no,MINECON,MINECON is an established English abbreviation/acronym for the Greek Ministry of Economy.,no
cypherbench:2082,A,valid,natural,no,,,no
cypherbench:2082,D,valid,natural,no,,,no
cypherbench:2086,B,valid,natural,no,,,no
cypherbench:2086,E,valid,natural,no,,,no
cypherbench:2089,B,valid,natural,no,,,no
cypherbench:2089,C,valid,natural,no,the Republicans,,no
cypherbench:2092,A,valid,natural,no,,,no
cypherbench:2092,D,valid,natural,no,,,no
cypherbench:2094,C,valid,awkward,no,Rwanda,"The flag emoji for Rwanda 🇷🇼 unambiguously refers to the country Rwanda, but using flag emojis inline in formal questions is awkward.",no
cypherbench:2094,E,valid,natural,no,,,no
cypherbench:2097,A,valid,natural,no,,,no
cypherbench:2097,B,valid,natural,no,,,no
cypherbench:2099,A,valid,natural,no,,,no
cypherbench:2099,D,valid,natural,no,,,no
cypherbench:2101,A,valid,natural,no,,,no
cypherbench:2101,D,valid,natural,no,,,no
cypherbench:2103,A,valid,natural,no,,,no
cypherbench:2103,B,valid,natural,no,,,no
cypherbench:2104,A,valid,natural,no,,,no
cypherbench:2104,D,valid,natural,no,,,no
cypherbench:2106,A,valid,natural,no,,,no
cypherbench:2106,B,valid,natural,no,,,no
cypherbench:211,C,valid,natural,no,LAC,LAC is the standard three-letter abbreviation for the Los Angeles Clippers.,no
cypherbench:211,E,valid,natural,no,,,no
cypherbench:2110,D,valid,natural,no,,,no
cypherbench:2110,E,valid,natural,no,,,no
cypherbench:2112,A,valid,natural,no,,,no
cypherbench:2112,D,valid,natural,no,,,no
cypherbench:217,C,valid,natural,no,,,no
cypherbench:217,E,valid,natural,no,,,no
cypherbench:219,C,valid,natural,no,the West,"""the West"" is a common standard alias for the Western Conference in the NBA.",no
cypherbench:219,D,valid,natural,no,,,no
cypherbench:22,A,valid,natural,no,,,no
cypherbench:220,A,valid,natural,no,,,no
cypherbench:220,B,valid,natural,no,,,no
cypherbench:224,A,valid,natural,no,,,yes
cypherbench:224,C,valid,natural,no,Boston Celtics,BOS is a standard NBA abbreviation for the Boston Celtics and fits clearly in the basketball context alongside the Miami Heat.,yes
cypherbench:225,C,valid,awkward,no,Phoenix Suns,"""the Phoenix"" is slightly awkward phrasing compared to ""Phoenix"" or ""the Phoenix Suns"", but easily identifiable in context.",no
cypherbench:225,E,valid,natural,no,,,no
cypherbench:228,C,valid,natural,no,,,no
cypherbench:228,D,valid,natural,no,,,no
cypherbench:230,A,valid,natural,no,,,no
cypherbench:230,D,valid,natural,no,,,no
cypherbench:231,A,valid,natural,no,,,no
cypherbench:231,C,valid,natural,no,Washington Wizards,Shortening 'Washington Wizards' to 'the Wizards' is standard sports vernacular.,no
cypherbench:234,B,valid,natural,no,,,no
cypherbench:234,C,valid,natural,no,,PF is a standard abbreviation for power forward in basketball.,no
cypherbench:235,A,valid,natural,no,,,no
cypherbench:235,E,valid,natural,no,,,no
cypherbench:237,A,valid,natural,no,,,no
cypherbench:237,B,valid,natural,no,,,no
cypherbench:239,B,valid,natural,no,,,no
cypherbench:239,D,valid,natural,no,,,no
cypherbench:240,C,valid,natural,no,,,no
cypherbench:240,E,valid,natural,no,,,no
cypherbench:241,C,valid,natural,no,Dallas Mavericks,,no
cypherbench:241,E,valid,natural,no,,,no
cypherbench:242,A,valid,natural,no,,,no
cypherbench:242,D,valid,natural,no,,,no
cypherbench:243,A,valid,natural,no,,,no
cypherbench:243,C,valid,natural,no,,,no
cypherbench:244,A,valid,natural,no,,,no
cypherbench:244,B,valid,natural,no,,,no
cypherbench:245,A,valid,natural,no,,,no
cypherbench:245,B,valid,natural,no,,,no
cypherbench:246,A,valid,natural,no,,,no
cypherbench:246,C,valid,natural,no,Wilt Chamberlain,Standard lowercasing perturbation.,no
cypherbench:248,D,valid,natural,no,,,no
cypherbench:248,E,valid,natural,no,,,no
cypherbench:249,A,valid,natural,no,,,no
cypherbench:249,B,valid,natural,no,,,no
cypherbench:25,B,valid,natural,no,,,no
cypherbench:250,B,valid,natural,no,,,no
cypherbench:250,D,valid,natural,no,,,no
cypherbench:254,A,valid,natural,no,,,no
cypherbench:254,B,valid,natural,no,,,no
cypherbench:259,B,valid,natural,no,,,no
cypherbench:26,A,valid,natural,no,,,yes
cypherbench:26,D,valid,natural,no,,,yes
cypherbench:261,B,valid,natural,no,,,no
cypherbench:261,C,valid,natural,no,Airbus A380,,no
cypherbench:262,D,valid,natural,no,,,no
cypherbench:262,E,valid,natural,no,,,no
cypherbench:263,A,valid,natural,no,,,no
cypherbench:263,C,valid,natural,no,,,no
cypherbench:264,A,valid,natural,no,,,no
cypherbench:264,E,valid,natural,no,,,no
cypherbench:27,C,valid,natural,no,State Fair Coliseum,State Fair Coliseum is a valid historical/alternate name for the arena formerly known as Toyota Coliseum (Indiana Farmers Coliseum).,no
cypherbench:27,E,valid,natural,no,,,no
cypherbench:271,A,valid,natural,no,,,no
cypherbench:271,D,valid,natural,no,,,no
cypherbench:273,A,invalid,natural,no,,,no
cypherbench:273,E,valid,natural,no,,,no
cypherbench:274,A,valid,natural,no,,,no
cypherbench:274,D,valid,natural,no,,,no
cypherbench:275,A,valid,natural,no,,,no
cypherbench:275,E,valid,natural,no,,,no
cypherbench:276,A,valid,natural,no,,,no
cypherbench:276,C,valid,natural,no,,WSK PZL-Mielec is a well-known historical and formal name for the aerospace manufacturer PZL Mielec.,no
cypherbench:277,C,valid,natural,no,,SABE is the standard ICAO airport code for Aeroparque Jorge Newbery.,no
cypherbench:277,D,valid,natural,no,,,no
cypherbench:278,D,valid,natural,no,,,no
cypherbench:278,E,valid,natural,no,,,no
cypherbench:281,D,valid,natural,no,,,no
cypherbench:281,E,valid,natural,no,,,no
cypherbench:282,B,valid,natural,no,,,no
cypherbench:282,C,valid,natural,no,,,no
cypherbench:283,C,valid,natural,no,,PSA is the standard abbreviation for Pacific Southwest Airlines.,yes
cypherbench:283,D,valid,natural,no,,,yes
cypherbench:285,B,valid,natural,no,,,no
cypherbench:285,C,valid,natural,no,LOT,LOT is the standard and widely used short name/abbreviation for LOT Polish Airlines.,no
cypherbench:286,A,valid,natural,no,,,no
cypherbench:286,E,valid,natural,no,,,no
cypherbench:287,D,valid,natural,no,,,no
cypherbench:289,C,valid,natural,no,ADC Airlines,"'ADC' is a widely recognized acronym/shortened name for ADC Airlines, especially in the context of aviation accidents.",no
cypherbench:289,D,valid,natural,no,,,no
cypherbench:29,A,valid,natural,no,,,no
cypherbench:29,E,valid,natural,no,,,no
cypherbench:291,D,valid,natural,no,,,no
cypherbench:291,E,valid,natural,no,,,no
cypherbench:292,A,valid,natural,no,,,no
cypherbench:292,E,valid,natural,no,,,no
cypherbench:294,C,valid,natural,no,Air Ontario Flight 1363,,no
cypherbench:295,D,valid,natural,no,,,no
cypherbench:295,E,valid,natural,no,,,no
cypherbench:297,D,valid,natural,no,,,no
cypherbench:297,E,valid,natural,no,,,no
cypherbench:298,D,valid,natural,no,,,no
cypherbench:298,E,valid,natural,no,,,no
cypherbench:299,A,valid,natural,no,,,no
cypherbench:299,C,valid,natural,no,,EK521 is the official IATA flight code alias for Emirates Flight 521.,no
cypherbench:300,A,valid,natural,no,,,no
cypherbench:304,D,valid,natural,no,,,no
cypherbench:304,E,valid,natural,no,,,no
cypherbench:305,D,valid,natural,no,,,no
cypherbench:305,E,valid,natural,no,,,no
cypherbench:306,A,valid,natural,no,,,no
cypherbench:306,D,valid,natural,no,,,no
cypherbench:309,A,valid,natural,no,,,no
cypherbench:309,B,valid,natural,no,,,no
cypherbench:313,A,valid,natural,no,,,no
cypherbench:313,C,valid,natural,no,Boeing Model 464-67,Boeing Model 464-67 was the internal company model designation during the development of the B-52 Stratofortress.,no
cypherbench:315,A,valid,natural,no,,,no
cypherbench:315,D,valid,natural,no,,,no
cypherbench:316,C,valid,natural,no,SAAB,SAAB is a standard and well-known acronym/name for Saab Group.,no
cypherbench:316,D,valid,natural,no,,,no
cypherbench:319,A,valid,natural,no,,,no
cypherbench:319,C,valid,natural,no,LOT,LOT is the standard and widely recognized abbreviation/common name for LOT Polish Airlines.,no
cypherbench:32,B,valid,natural,no,,,no
cypherbench:32,E,valid,natural,no,,,no
cypherbench:320,D,valid,natural,no,,,no
cypherbench:320,E,valid,natural,no,,,no
cypherbench:327,A,valid,natural,no,,,no
cypherbench:327,C,valid,natural,no,,MHV is the standard IATA airport code for Mojave Air and Space Port.,no
cypherbench:328,B,valid,natural,no,,,no
cypherbench:328,D,valid,natural,no,,,no
cypherbench:329,A,valid,natural,no,,,no
cypherbench:329,D,valid,natural,no,,,no
cypherbench:332,C,valid,natural,no,CRJ200,CRJ200 is a standard abbreviation/model designation for the Bombardier CRJ100/200 family.,no
cypherbench:332,E,valid,natural,no,,,no
cypherbench:335,A,valid,natural,no,,,no
cypherbench:335,E,valid,natural,no,,,no
cypherbench:336,C,valid,natural,no,,,no
cypherbench:336,E,valid,natural,no,,,no
cypherbench:340,B,valid,natural,no,,,no
cypherbench:340,C,valid,natural,no,Jolo Airport,JOL is the standard IATA airport code for Jolo Airport and is unambiguous in this aviation context.,no
cypherbench:343,B,valid,natural,no,,,no
cypherbench:343,E,valid,natural,no,,,no
cypherbench:344,B,valid,natural,no,,,no
cypherbench:344,C,valid,awkward,no,Hawker Siddeley,"HS is a common abbreviation for Hawker Siddeley in aviation contexts (e.g., HS 748), though slightly awkward as a standalone company name in general conversation.",no
cypherbench:345,D,valid,natural,no,,,no
cypherbench:345,E,valid,natural,no,,,no
cypherbench:346,C,valid,natural,no,,B735 is the standard ICAO designator code for the Boeing 737-500.,no
cypherbench:346,D,valid,natural,no,,,no
cypherbench:347,C,valid,natural,no,Bombardier,BBD is a standard stock ticker and recognized abbreviation for Bombardier.,no
cypherbench:347,D,valid,natural,no,,,no
cypherbench:35,A,valid,natural,no,,,no
cypherbench:35,B,valid,natural,no,,,no
cypherbench:350,A,valid,natural,no,,,no
cypherbench:350,C,valid,natural,no,DC-10,DC10 is a widely recognized and natural abbreviation for the McDonnell Douglas DC-10.,no
cypherbench:355,A,valid,natural,no,,,no
cypherbench:355,B,valid,natural,no,,,no
cypherbench:357,A,valid,natural,no,,,no
cypherbench:357,E,valid,natural,no,,,no
cypherbench:359,A,valid,natural,no,,,no
cypherbench:359,D,invalid,natural,no,,USAir Flight 1493 refers to a different entity. clash with Tara Air Flight 193.,no
cypherbench:360,A,valid,natural,no,,,no
cypherbench:360,E,valid,natural,no,,,no
cypherbench:362,B,valid,natural,no,,,no
cypherbench:362,E,valid,natural,no,,,no
cypherbench:363,A,valid,natural,no,,,no
cypherbench:363,D,valid,natural,no,,,no
cypherbench:364,D,valid,natural,no,,,no
cypherbench:364,E,valid,natural,no,,,no
cypherbench:365,C,valid,natural,no,Cougar Flight 91,,no
cypherbench:365,E,valid,natural,no,,,no
cypherbench:366,B,valid,natural,no,,,no
cypherbench:366,D,valid,natural,no,,,no
cypherbench:368,C,valid,natural,no,,,no
cypherbench:368,E,valid,natural,no,,,no
cypherbench:37,D,valid,natural,no,,,no
cypherbench:37,E,valid,natural,no,,,no
cypherbench:372,B,valid,natural,no,,,no
cypherbench:372,E,valid,natural,no,,,no
cypherbench:375,B,valid,natural,no,,,no
cypherbench:375,D,valid,natural,no,,,no
cypherbench:377,A,valid,natural,no,,,no
cypherbench:377,C,valid,natural,no,Super Constellation,,no
cypherbench:378,A,valid,natural,no,,,no
cypherbench:378,E,valid,natural,no,,,no
cypherbench:381,A,valid,natural,no,,,no
cypherbench:381,C,valid,natural,no,,Schweizerische Luftverkehr-AG is the original German corporate name of Swissair.,no
cypherbench:389,A,valid,natural,no,,,no
cypherbench:389,E,valid,natural,no,,,no
cypherbench:391,B,valid,natural,no,,,no
cypherbench:391,D,valid,natural,no,,,no
cypherbench:392,B,valid,natural,no,,,no
cypherbench:392,C,valid,natural,no,MANCHESTER AIRPORT,Uppercase casing perturbation.,no
cypherbench:394,A,valid,natural,no,,,no
cypherbench:394,D,valid,natural,no,,,no
cypherbench:395,A,invalid,natural,no,,,no
cypherbench:395,B,valid,natural,no,,,no
cypherbench:397,C,valid,natural,no,Chongqing Jiangbei International Airport,CKG is the standard IATA airport code for Chongqing Jiangbei International Airport.,no
cypherbench:397,E,valid,natural,no,,,no
cypherbench:40,B,valid,natural,no,,,no
cypherbench:40,E,valid,natural,no,,,no
cypherbench:402,B,valid,natural,no,,,no
cypherbench:402,C,valid,natural,no,S-92,Omitting the hyphen in model numbers like S-92 -> S92 is common and unambiguous.,no
cypherbench:403,B,valid,natural,no,,,no
cypherbench:403,E,valid,natural,no,,,no
cypherbench:404,C,valid,natural,no,,KMG is the official IATA airport code for Kunming Changshui International Airport.,no
cypherbench:404,D,valid,natural,no,,,no
cypherbench:405,B,valid,natural,no,,,no
cypherbench:405,D,valid,natural,no,,,no
cypherbench:407,C,valid,natural,no,,,no
cypherbench:407,D,valid,natural,no,,,no
cypherbench:410,D,valid,natural,no,,,no
cypherbench:410,E,valid,natural,no,,,no
cypherbench:412,C,valid,natural,no,,Common alias for the de Havilland Canada DHC-2 Beaver.,no
cypherbench:412,E,valid,natural,no,,,no
cypherbench:413,A,valid,natural,no,,,no
cypherbench:413,C,valid,natural,no,FedEx Flight 14,,no
cypherbench:415,A,valid,natural,no,,,no
cypherbench:415,C,valid,natural,no,,U-UAZ is a widely used abbreviation for Ulan-Ude Aviation Plant (Ulan-Ude Aviation Plant / Ulan-Udenskiy Aviatsionnyy Zavod).,no
cypherbench:416,D,valid,natural,no,,,no
cypherbench:416,E,valid,natural,no,,,no
cypherbench:42,B,valid,natural,no,,,no
cypherbench:42,E,invalid,awkward,no,,using former name for current players,no
cypherbench:422,A,valid,natural,no,,,no
cypherbench:422,C,valid,natural,no,Baelish,,no
cypherbench:423,A,valid,natural,no,,,no
cypherbench:423,E,valid,natural,no,,,no
cypherbench:425,D,valid,natural,no,,,no
cypherbench:425,E,valid,awkward,no,,,no
cypherbench:427,A,valid,natural,no,,,no
cypherbench:427,E,valid,natural,no,,,no
cypherbench:43,D,valid,natural,no,,,no
cypherbench:43,E,valid,natural,no,,,no
cypherbench:432,D,valid,natural,no,,,no
cypherbench:432,E,valid,natural,no,,,no
cypherbench:436,A,valid,natural,no,,,no
cypherbench:436,D,valid,natural,no,,,no
cypherbench:437,B,valid,natural,no,,,no
cypherbench:437,E,valid,natural,no,,,no
cypherbench:439,A,valid,natural,no,,,no
cypherbench:439,B,valid,natural,no,,,no
cypherbench:44,B,valid,natural,no,,,no
cypherbench:44,E,valid,natural,no,,,no
cypherbench:440,B,valid,natural,no,,,no
cypherbench:440,E,valid,natural,no,,,no
cypherbench:441,D,valid,natural,no,,,no
cypherbench:441,E,valid,natural,no,,,no
cypherbench:444,D,valid,natural,no,,,no
cypherbench:444,E,valid,natural,no,,,no
cypherbench:447,D,valid,natural,no,,,no
cypherbench:447,E,valid,natural,no,,,no
cypherbench:450,A,valid,natural,no,,,no
cypherbench:450,C,valid,natural,no,T.J.,"T.J. (Talia Josephine Wagner) is the common alias/nickname of Nocturne, daughter of Nightcrawler.",no
cypherbench:453,A,valid,natural,no,,,no
cypherbench:453,E,valid,natural,no,,,no
cypherbench:455,D,valid,natural,no,,,no
cypherbench:455,E,valid,natural,no,,,no
cypherbench:456,D,valid,natural,no,,,no
cypherbench:457,B,valid,natural,no,,,no
cypherbench:457,C,valid,natural,no,RTK,RTK is a widely recognized acronym for Romance of the Three Kingdoms.,no
cypherbench:458,D,valid,natural,no,,,no
cypherbench:458,E,valid,natural,no,,,no
cypherbench:459,A,valid,natural,no,,,no
cypherbench:459,C,valid,natural,no,,"Doctor Michael Morbius is the full alter-ego name of Morbius, the Living Vampire.",no
cypherbench:460,B,valid,natural,no,,,no
cypherbench:460,C,valid,natural,no,Chang'an,"""Changan"" is a standard alternate transliteration/spelling without the apostrophe for the historical Chinese capital Chang'an.",no
cypherbench:462,A,valid,natural,no,,,no
cypherbench:462,E,valid,natural,no,,,no
cypherbench:464,A,valid,natural,no,,,no
cypherbench:464,E,valid,natural,no,,,no
cypherbench:465,C,valid,natural,no,the Cthulhu Mythos,Shortening 'Cthulhu Mythos' to 'the Mythos' is common and recognizable in context.,no
cypherbench:465,D,valid,natural,no,,,no
cypherbench:47,A,valid,natural,no,,,no
cypherbench:47,C,valid,natural,no,Lakers,,no
cypherbench:470,E,valid,natural,no,,,no
cypherbench:472,C,valid,natural,no,,,no
cypherbench:472,D,valid,natural,no,,,no
cypherbench:473,D,valid,natural,no,,,no
cypherbench:474,C,valid,natural,no,MCU,,no
cypherbench:474,E,valid,natural,no,,,no
cypherbench:475,B,valid,natural,no,,,yes
cypherbench:475,E,valid,natural,no,,,yes
cypherbench:479,B,valid,natural,no,,,no
cypherbench:479,E,valid,natural,no,,,no
cypherbench:48,B,valid,natural,no,,,no
cypherbench:48,D,valid,natural,no,,,no
cypherbench:480,E,invalid,natural,no,,,no
cypherbench:487,C,valid,natural,no,Brotherhood Without Banners,BWB is a well-known community abbreviation for the Brotherhood Without Banners in A Song of Ice and Fire / Game of Thrones context.,no
cypherbench:487,E,unsure,natural,no,,too many possible organizations called BRB; but this is also true for so many team abbreviations,no
cypherbench:490,A,valid,natural,no,,,no
cypherbench:490,D,valid,natural,no,,,no
cypherbench:492,C,valid,natural,no,,"Catelyn Tully married into House Stark, making 'Catelyn Tully-Stark' a completely unambiguous and valid alias.",no
cypherbench:492,D,valid,natural,no,,,no
cypherbench:493,C,invalid,unnatural,no,Demon King of Confusion,Shortening 'Demon King of Confusion' to just 'Confusion' makes the entity unrecognizable and nonsensical in the context ('killed the Confusion').,no
cypherbench:495,C,valid,natural,no,,,no
cypherbench:495,D,valid,natural,no,,,no
cypherbench:499,A,valid,natural,no,,,no
cypherbench:499,C,valid,natural,no,Cao Hong,Zilian is the courtesy name (style name) of Cao Hong.,no
cypherbench:50,C,valid,natural,no,Cavs,,no
cypherbench:50,E,valid,natural,no,,,no
cypherbench:500,C,valid,natural,no,,Arry is an established alias used by Arya Stark in the A Song of Ice and Fire / Game of Thrones universe.,no
cypherbench:500,D,valid,natural,no,,,no
cypherbench:501,B,valid,natural,no,,,no
cypherbench:501,D,valid,natural,no,,,no
cypherbench:503,A,valid,natural,no,,,no
cypherbench:503,B,valid,natural,no,,,no
cypherbench:506,A,valid,natural,no,,,no
cypherbench:506,C,valid,natural,no,Cai Bojie,Bojie is the courtesy name (zi) of Cai Yong.,no
cypherbench:509,A,valid,natural,no,,,no
cypherbench:509,B,valid,natural,no,,,no
cypherbench:510,A,valid,natural,no,,,no
cypherbench:510,E,valid,natural,no,,,no
cypherbench:512,C,valid,natural,no,World of Ice and Fire,Perturbation is a simple all-caps recasing of the fictional universe title.,no
cypherbench:512,D,valid,natural,no,,,no
cypherbench:514,B,valid,natural,no,,,no
cypherbench:514,E,unsure,natural,no,,,no
cypherbench:516,B,valid,natural,no,,,no
cypherbench:520,C,valid,natural,no,Lancel Lannister,Typo transposition of 'an' to 'na' in Lannister.,no
cypherbench:520,E,valid,natural,no,,,no
cypherbench:523,D,valid,natural,no,,,no
cypherbench:526,D,valid,natural,no,,,no
cypherbench:526,E,valid,natural,no,,,no
cypherbench:530,A,valid,natural,no,,,yes
cypherbench:530,D,valid,natural,no,,,yes
cypherbench:531,B,valid,natural,no,,,no
cypherbench:532,C,valid,natural,no,Cersei Lannister,"Shortened to first name, which is unambiguous in the context of Game of Thrones characters (Ellaria Sand).",no
cypherbench:532,D,valid,natural,no,,,no
cypherbench:533,A,valid,natural,no,,,no
cypherbench:533,C,valid,natural,no,,,no
cypherbench:537,C,valid,natural,no,Tang Seng,Tang Seng (Tang Monk) is a widely known alias/title for Xuanzang in Journey to the West.,no
